X__gid,cod,tipo,cveinegi,tipologia,distrito,area
2153,62,F1,15037,Forestal,NA,5083580.71
2286,21,H2,15039,Habitacional,NA,238438.7126
2155,41,F1,15037,Forestal,NA,3987266.125
2160,57,H6,15037,Habitacional,NA,1064941.05
3691,73,H2,15058,Habitacional,NA,219695.7268
2156,44,A4,15037,Agrícola,NA,8125176.066
2157,43,F1,15037,Forestal,NA,1142190.092
2257,10,H3,15039,Habitacional,NA,254027.2027
2287,71,H1,15039,Habitacional,NA,930994.0641
2158,61,H2,15037,Habitacional,NA,3021311.59
2159,59,H5,15037,Habitacional,NA,259375.872
2161,27,H6,15037,Habitacional,NA,129306.2233
2258,12,H3,15039,Habitacional,NA,62305.71992
2289,56,H2,15039,Habitacional,NA,1675665.846
2162,1,H2,15037,Habitacional,NA,1537892.413
2163,56,H6,15037,Habitacional,NA,493588.1141
2180,85,H6,15037,Habitacional,NA,1426048.645
2181,81,E1,15037,Equipamiento,NA,668253.5919
2290,31,C2,15039,Comercial,NA,281538.7632
2164,7,H6,15037,Habitacional,NA,1775089.288
2165,23,H6,15037,Habitacional,NA,963395.199
2166,76,E1,15037,Equipamiento,NA,191660.8896
2183,26,H1,15037,Habitacional,NA,1078984.541
2184,25,H4,15037,Habitacional,NA,50973.11003
2291,69,H3,15039,Habitacional,NA,128026.1482
2292,122,C2,15039,Comercial,NA,71525.46952
2167,66,A4,15037,Agrícola,NA,540771.3974
2170,37,H2,15037,Habitacional,NA,1728146.063
2293,104,H2,15039,Habitacional,NA,216311.0048
2189,54,H4,15037,Habitacional,NA,2398400.831
2168,65,F1,15037,Forestal,NA,10106829.01
2176,9,H2,15037,Habitacional,NA,2374601.232
2294,9,H3,15039,Habitacional,NA,417949.0615
2169,42,H1,15037,Habitacional,NA,3831485.321
2179,52,C2,15037,Comercial,NA,114286.7408
2171,51,H1,15037,Habitacional,NA,2588620.989
2172,68,A4,15037,Agrícola,NA,972500.4129
2173,67,F1,15037,Forestal,NA,9512086.462
2174,5,H2,15037,Habitacional,NA,145926.5629
2175,70,G1,15037,Eriazo,NA,761099.5126
2299,118,H1,15039,Habitacional,NA,428714.853
2177,3,H2,15037,Habitacional,NA,1706855.091
2178,11,H2,15037,Habitacional,NA,1081829.855
2182,84,H6,15037,Habitacional,NA,632076.6224
3692,85,H1,15058,Habitacional,NA,343156.1121
2185,16,H6,15037,Habitacional,NA,1206578.215
2186,13,H6,15037,Habitacional,NA,561922.7059
2187,4,H3,15037,Habitacional,NA,514614.5016
2188,15,H6,15037,Habitacional,NA,1016192.729
3693,87,H3,15058,Habitacional,NA,178086.5923
2194,69,A4,15037,Agrícola,NA,1685271.236
2195,35,H2,15037,Habitacional,NA,870681.1454
2202,28,H1,15037,Habitacional,NA,406180.4573
2192,83,H6,15037,Habitacional,NA,356315.12
2196,30,A4,15037,Agrícola,NA,729100.2776
2193,33,H2,15037,Habitacional,NA,4681900.479
2197,18,E1,15037,Equipamiento,NA,24029.92913
2203,74,H6,15037,Habitacional,NA,84343.35873
2204,73,E1,15037,Equipamiento,NA,15079.46478
2198,17,H2,15037,Habitacional,NA,4552228.733
2200,77,E1,15037,Equipamiento,NA,22594.64721
2201,55,H5,15037,Habitacional,NA,1079933.52
2255,51,H1,15039,Habitacional,NA,119813.222
2205,63,F1,15037,Forestal,NA,7114571.749
2209,19,H6,15037,Habitacional,NA,880756.6389
2210,12,C2,15037,Comercial,NA,39992.86278
2211,4,H1,15038,Habitacional,NA,2679643.484
2212,9,F2,15038,Forestal,NA,12089723.55
2217,17,A5,15038,Agrícola,NA,437693.3803
2250,107,H2,15039,Habitacional,NA,765142.7093
2213,10,F2,15038,Forestal,NA,5279253.151
2214,5,A4,15038,Agrícola,NA,3807450.685
2215,19,H1,15038,Habitacional,NA,511393.1963
2216,14,A2,15038,Agrícola,NA,8483818.343
2223,6,H1,15038,Habitacional,NA,2779952.365
2218,16,A4,15038,Agrícola,NA,1479694.305
2219,1,H1,15038,Habitacional,NA,2190418.808
2220,18,E1,15038,Equipamiento,NA,42571.62509
2224,7,E1,15038,Equipamiento,NA,406275.1806
2221,3,H1,15038,Habitacional,NA,1643506.54
2251,127,H4,15039,Habitacional,NA,546589.3119
2252,33,H4,15039,Habitacional,NA,911668.9019
3765,15,A4,15061,Agrícola,NA,2484301.726
2222,2,H1,15038,Habitacional,NA,3011255.742
2225,12,L2,15038,Especial,NA,932051.9866
2229,8,F2,15038,Forestal,NA,1344072.739
2230,74,H2,15039,Habitacional,NA,115540.81
3951,68,G1,15065,Eriazo,NA,1213234.539
2226,11,F1,15038,Forestal,NA,6217531.706
2227,13,F1,15038,Forestal,NA,14832522.24
2228,15,H4,15038,Habitacional,NA,37983.90944
2231,72,L3,15039,Especial,NA,30024302.32
2253,125,E1,15039,Equipamiento,NA,405039.3634
2232,61,L3,15039,Especial,NA,6556590.946
2233,113,H2,15039,Habitacional,NA,251109.0849
2234,11,C2,15039,Comercial,NA,178315.7229
3973,66,A4,15065,Agrícola,NA,1542878.262
2244,8,H1,15039,Habitacional,NA,671603.1501
2245,0,0,15039,Sin dato,NA,71004.89557
2246,3,H3,15039,Habitacional,NA,592806.443
2247,114,H3,15039,Habitacional,NA,126795.8474
2248,116,L1,15039,Especial,NA,255952.3085
2259,117,H1,15039,Habitacional,NA,506001.5933
3974,57,A4,15065,Agrícola,NA,75229.49423
2270,46,H2,15039,Habitacional,NA,1216122.478
2263,53,H1,15039,Habitacional,NA,8829706.538
2264,119,E1,15039,Equipamiento,NA,69660.10566
2265,38,L3,15039,Especial,NA,2068547.924
3978,15,H1,15065,Habitacional,NA,243596.902
2267,26,L3,15039,Especial,NA,2315114.57
2268,48,H1,15039,Habitacional,NA,937389.3305
2269,58,A2,15039,Agrícola,NA,879167.9088
2271,100,I2,15039,Industrial,NA,1167785.69
2272,75,H4,15039,Habitacional,NA,1089960.272
2273,126,H4,15039,Habitacional,NA,198749.7828
2274,111,H2,15039,Habitacional,NA,3019521.909
2275,42,I2,15039,Industrial,NA,1002908.169
2276,32,H3,15039,Habitacional,NA,2915523.487
2277,39,A2,15039,Agrícola,NA,9679218.451
2288,103,H1,15039,Habitacional,NA,1157201.576
3695,3,H2,15058,Habitacional,NA,7607281.689
2278,128,H1,15039,Habitacional,NA,1661628.343
2279,68,L3,15039,Especial,NA,19350518.07
3696,15,H2,15058,Habitacional,NA,3373185.156
3697,60,H2,15058,Habitacional,NA,3145875.227
2280,67,L3,15039,Especial,NA,9994210.962
2281,66,L3,15039,Especial,NA,65729443.97
2282,62,A2,15039,Agrícola,NA,7577305.98
2295,18,H2,15039,Habitacional,NA,825329.3027
2283,63,L3,15039,Especial,NA,16158305.86
2284,64,L3,15039,Especial,NA,13157621.42
2285,65,L3,15039,Especial,NA,33651933.64
2302,4,H2,15039,Habitacional,NA,443669.3521
2300,20,L3,15039,Especial,NA,737495.2026
2297,25,H1,15039,Habitacional,NA,2148261.968
2298,108,H1,15039,Habitacional,NA,187494.6069
3698,78,H3,15058,Habitacional,NA,79419.03222
2303,17,H1,15039,Habitacional,NA,702942.8998
2304,115,H2,15039,Habitacional,NA,1061636.89
2307,55,H2,15039,Habitacional,NA,1441333.991
2308,130,H3,15039,Habitacional,NA,2041388.909
2309,27,I1,15039,Industrial,NA,520298.9382
2310,105,H2,15039,Habitacional,NA,94709.08574
2301,49,A2,15039,Agrícola,NA,7443866.676
2305,132,H2,15039,Habitacional,NA,333455.297
2306,1,H2,15039,Habitacional,NA,993177.7352
2311,70,H1,15039,Habitacional,NA,1556775.009
2312,123,H3,15039,Habitacional,NA,2413348.97
2313,34,H2,15039,Habitacional,NA,1930073.738
2314,41,H2,15039,Habitacional,NA,91834.87058
2315,24,H1,15039,Habitacional,NA,347250.9174
2317,43,L3,15039,Especial,NA,1940241.263
2324,121,C3,15039,Comercial,NA,606582.3494
2318,5,H1,15039,Habitacional,NA,443546.7611
2319,73,L3,15039,Especial,NA,1875826.371
2320,37,A2,15039,Agrícola,NA,5412164.061
2463,5,H2,15044,Habitacional,NA,76990.94093
2321,29,A2,15039,Agrícola,NA,345353.5552
2322,106,H2,15039,Habitacional,NA,463306.9913
2325,6,H2,15039,Habitacional,NA,2326196.775
2326,59,H3,15039,Habitacional,NA,15400.51324
2464,8,H3,15044,Habitacional,NA,37739.96464
2323,60,L3,15039,Especial,NA,8188409.094
2332,124,I1,15039,Industrial,NA,14610.12426
2328,57,L3,15039,Especial,NA,1029209.628
2329,131,H3,15039,Habitacional,NA,1839596.871
2330,7,L1,15039,Especial,NA,68595.71379
2331,15,H2,15039,Habitacional,NA,218436.894
2333,47,A2,15039,Agrícola,NA,3052438.542
2334,45,A2,15039,Agrícola,NA,4824172.773
2335,44,L3,15039,Especial,NA,662904.1909
2336,14,I1,15039,Industrial,NA,686322.9674
2337,30,H3,15039,Habitacional,NA,494880.6933
3699,77,E1,15058,Equipamiento,NA,159378.7174
3700,48,H2,15058,Habitacional,NA,379450.4762
3701,64,E1,15058,Equipamiento,NA,357092.4253
5651,102,H4,15099,Habitacional,NA,536586.99
3994,19,H1,15065,Habitacional,NA,565108.4743
3995,41,G1,15065,Eriazo,NA,438886.2873
4000,93,A4,15065,Agrícola,NA,3404981.797
3702,89,E1,15058,Equipamiento,NA,6838892.375
3703,83,E1,15058,Equipamiento,NA,18737.27857
3704,49,H2,15058,Habitacional,NA,2616978.016
3705,62,H4,15058,Habitacional,NA,2001354.118
3619,81,H4,15057,Habitacional,NA,576336.3808
3706,66,H3,15058,Habitacional,NA,845758.181
3707,82,E1,15058,Equipamiento,NA,215495.3006
3708,84,H3,15058,Habitacional,NA,22407.47932
3709,30,H2,15058,Habitacional,NA,986167.1271
3710,57,H2,15058,Habitacional,NA,112058.5041
3711,114,I3,15060,Industrial,NA,76766.25877
3712,103,E1,15060,Equipamiento,NA,43810.4639
2459,6,H3,15044,Habitacional,NA,469372.5144
2460,9,H3,15044,Habitacional,NA,170990.4522
2462,1,H2,15044,Habitacional,NA,2978136.349
6046,214,H3,15104,Habitacional,NA,556862.0777
3771,3,H1,15061,Habitacional,NA,908513.3831
3772,6,H1,15061,Habitacional,NA,389171.4149
3773,1,H2,15061,Habitacional,NA,310750.5585
3774,26,A4,15061,Agrícola,NA,450725.0152
3775,14,A4,15061,Agrícola,NA,787703.3331
2601,19,H1,15046,Habitacional,NA,37521.82052
2609,36,C1,15046,Comercial,NA,66893.54804
2633,24,H1,15046,Habitacional,NA,258516.6904
6047,220,H2,15104,Habitacional,NA,40070.01219
3776,13,A4,15061,Agrícola,NA,1939704.504
2599,25,F1,15046,Forestal,NA,17822656.74
2600,26,F1,15046,Forestal,NA,14300636.64
3777,105,H2,15061,Habitacional,NA,790705.9915
2602,9,A1,15046,Agrícola,NA,906313.8861
2603,8,H1,15046,Habitacional,NA,1765215.164
2604,30,F1,15046,Forestal,NA,5606759.983
3778,39,H2,15061,Habitacional,NA,610734.6001
2605,7,H1,15046,Habitacional,NA,2098811.469
2610,11,A1,15046,Agrícola,NA,1145963.642
2606,13,H1,15046,Habitacional,NA,1553753.649
2607,5,A1,15046,Agrícola,NA,2024061.86
2608,27,F1,15046,Forestal,NA,6244999.841
2611,18,H1,15046,Habitacional,NA,196566.0597
2612,32,F1,15046,Forestal,NA,6180376.794
2613,15,A1,15046,Agrícola,NA,135227.3163
2614,23,H1,15046,Habitacional,NA,129346.0364
2615,29,F1,15046,Forestal,NA,13573232.75
2616,16,H1,15046,Habitacional,NA,536928.3572
2617,34,F1,15046,Forestal,NA,1969811.015
2618,22,H1,15046,Habitacional,NA,622371.7116
2619,21,H1,15046,Habitacional,NA,284453.3696
2620,28,F1,15046,Forestal,NA,9926936.795
5752,16,H1,15100,Habitacional,NA,332732.9012
2621,3,A1,15046,Agrícola,NA,1540810.754
2622,1,H1,15046,Habitacional,NA,636252.0251
2623,12,A1,15046,Agrícola,NA,2856036.751
2624,4,A1,15046,Agrícola,NA,1491537.412
2625,6,H1,15046,Habitacional,NA,1268800.343
2627,17,H1,15046,Habitacional,NA,259290.2863
2626,20,H1,15046,Habitacional,NA,613584.3073
2628,2,H1,15046,Habitacional,NA,608698.7284
2629,14,F1,15046,Forestal,NA,2888734.359
2630,10,A1,15046,Agrícola,NA,1265563.65
6048,48,I3,15104,Industrial,NA,241929.4465
2631,33,F1,15046,Forestal,NA,2977729.946
6049,219,H4,15104,Habitacional,NA,86428.00032
2632,31,H1,15046,Habitacional,NA,11741817.05
2862,37,H3,15070,Habitacional,NA,74139.44536
2877,19,H2,15070,Habitacional,NA,1450652.536
2879,39,H3,15070,Habitacional,NA,80320.35242
2818,7,E1,15050,Equipamiento,NA,77391.41874
2819,11,A1,15050,Agrícola,NA,645788.8028
2821,9,H1,15050,Habitacional,NA,629097.0539
2820,43,G1,15050,Eriazo,NA,566407.479
2822,2,H1,15050,Habitacional,NA,352950.4841
2826,5,E1,15050,Equipamiento,NA,193499.169
2840,23,C1,15050,Comercial,NA,195174.2943
2817,10,H1,15050,Habitacional,NA,650851.0458
2831,22,G1,15050,Eriazo,NA,540565.7778
2854,37,G1,15050,Eriazo,NA,1488411.886
2823,6,H2,15050,Habitacional,NA,537968.3701
2824,12,H1,15050,Habitacional,NA,56331.48597
2825,4,H1,15050,Habitacional,NA,816040.955
2827,28,E1,15050,Equipamiento,NA,810103.7887
2828,29,F1,15050,Forestal,NA,6177738.198
2829,21,F1,15050,Forestal,NA,8813818.361
2855,36,E1,15070,Equipamiento,NA,231268.92
2830,45,A4,15050,Agrícola,NA,6422684.404
2832,40,A4,15050,Agrícola,NA,5170646.77
2833,38,A4,15050,Agrícola,NA,755969.6636
2834,25,C1,15050,Comercial,NA,30110.11023
2835,47,G1,15050,Eriazo,NA,732428.7559
2836,48,A4,15050,Agrícola,NA,8618500.24
2837,46,A4,15050,Agrícola,NA,3861659.017
2838,39,A4,15050,Agrícola,NA,9212628.9
2839,33,F1,15050,Forestal,NA,3747514.518
2841,27,A4,15050,Agrícola,NA,3552039.17
2842,26,G1,15050,Eriazo,NA,354730.4648
2843,24,C1,15050,Comercial,NA,384140.7253
2844,31,A4,15050,Agrícola,NA,11827014.42
2845,32,A4,15050,Agrícola,NA,451119.8135
2846,30,G1,15050,Eriazo,NA,285795.1371
2847,35,G1,15050,Eriazo,NA,360455.9198
2848,36,G1,15050,Eriazo,NA,405312.7256
2849,34,A4,15050,Agrícola,NA,63523291.05
2850,42,G1,15050,Eriazo,NA,964873.5888
2856,23,H1,15070,Habitacional,NA,944187.9772
2851,41,A4,15050,Agrícola,NA,2406259.993
2852,1,H2,15050,Habitacional,NA,1668503.801
2853,3,E1,15050,Equipamiento,NA,29249.26876
2858,1,H2,15070,Habitacional,NA,967387.9862
2859,27,H2,15070,Habitacional,NA,3143732.202
2860,2,L1,15070,Especial,NA,6812.491461
2857,29,H1,15070,Habitacional,NA,2829862.953
2863,21,A4,15070,Agrícola,NA,3258948.511
2864,38,F1,15070,Forestal,NA,3567252.734
2865,20,H1,15070,Habitacional,NA,3229183.887
2866,32,C2,15070,Comercial,NA,150416.7973
2867,34,H2,15070,Habitacional,NA,220589.6219
2868,18,H1,15070,Habitacional,NA,2301677.345
2869,24,H2,15070,Habitacional,NA,3109602.467
2870,31,H3,15070,Habitacional,NA,157827.9927
2871,8,H2,15070,Habitacional,NA,926335.5542
2872,28,I2,15070,Industrial,NA,406957.8793
2873,30,H2,15070,Habitacional,NA,1443443.974
2874,35,A4,15070,Agrícola,NA,1349582.238
2875,17,H2,15070,Habitacional,NA,893488.4416
2876,33,H3,15070,Habitacional,NA,296378.6948
2878,4,I3,15070,Industrial,NA,5464043.652
3637,32,H3,15059,Habitacional,NA,1204726.243
3099,5,H1,15053,Habitacional,NA,1425704.701
3779,35,A4,15061,Agrícola,NA,2110597.179
3100,3,H2,15053,Habitacional,NA,1440870.937
3101,7,I3,15053,Industrial,NA,36827.11641
3102,4,H2,15053,Habitacional,NA,1561139.661
3103,6,A1,15053,Agrícola,NA,3568965.319
3104,8,H1,15053,Habitacional,NA,1447415.368
3105,1,H2,15053,Habitacional,NA,2168465.226
3106,9,H3,15053,Habitacional,NA,325878.7568
3107,2,H2,15053,Habitacional,NA,1750801.076
3108,10,H3,15053,Habitacional,NA,79024.90421
5663,45,H3,15099,Habitacional,NA,170065.9939
3780,31,E1,15061,Equipamiento,NA,2031439.435
3781,34,I1,15061,Industrial,NA,105085.596
3608,50,E1,15057,Equipamiento,NA,755057.8064
3532,96,H2,15057,Habitacional,NA,602062.8454
3638,24,A3,15059,Agrícola,NA,2506526.829
3672,67,H2,15058,Habitacional,NA,295250.0118
3639,2,H1,15059,Habitacional,NA,188455.6854
3568,113,H5,15057,Habitacional,NA,1004336.505
3569,103,E1,15057,Equipamiento,NA,157292.0022
3570,33,H4,15057,Habitacional,NA,90450.65067
3571,87,H2,15057,Habitacional,NA,160970.5337
3588,19,H4,15057,Habitacional,NA,570904.9367
3589,18,H4,15057,Habitacional,NA,211108.8575
3782,20,A4,15061,Agrícola,NA,2433558.524
3783,32,A4,15061,Agrícola,NA,218104.5207
3784,38,A4,15061,Agrícola,NA,1639145.897
3785,16,A4,15061,Agrícola,NA,2494068.267
3640,38,A3,15059,Agrícola,NA,334422.8049
3786,25,A4,15061,Agrícola,NA,3228270.015
3518,31,H5,15057,Habitacional,NA,1205158.247
3668,80,E1,15058,Equipamiento,NA,128769.4091
3521,79,H2,15057,Habitacional,NA,646248.607
3522,90,H5,15057,Habitacional,NA,291967.5101
3787,2,H2,15061,Habitacional,NA,1024763.563
3523,82,C3,15057,Comercial,NA,221161.9314
3792,28,A4,15061,Agrícola,NA,1455078.431
3669,88,H3,15058,Habitacional,NA,102604.5654
3788,27,A4,15061,Agrícola,NA,4208347.703
3670,65,H3,15058,Habitacional,NA,1082708.669
3789,40,H2,15061,Habitacional,NA,743956.9863
3671,79,C2,15058,Comercial,NA,34219.01147
3551,108,H1,15057,Habitacional,NA,259375.0778
3531,38,E1,15057,Equipamiento,NA,133859.1947
3515,128,G1,15057,Eriazo,NA,2148835.303
3512,95,H2,15057,Habitacional,NA,950776.1808
3516,85,H2,15057,Habitacional,NA,140536.3393
3513,131,A4,15057,Agrícola,NA,3110906.511
3514,115,H2,15057,Habitacional,NA,526077.2092
3519,121,G1,15057,Eriazo,NA,1594766.031
3520,84,H5,15057,Habitacional,NA,974579.994
3533,52,E1,15057,Equipamiento,NA,606324.1143
3524,105,H1,15057,Habitacional,NA,1346945.761
3527,72,H2,15057,Habitacional,NA,677909.5808
3525,45,H5,15057,Habitacional,NA,1962614.381
3526,91,H2,15057,Habitacional,NA,622043.6343
3528,32,H4,15057,Habitacional,NA,724350.8922
3534,17,H2,15057,Habitacional,NA,619771.459
3535,69,H2,15057,Habitacional,NA,284049.147
3536,39,H2,15057,Habitacional,NA,1068034.878
3552,7,H4,15057,Habitacional,NA,750415.4665
4702,93,H2,15081,Habitacional,NA,1684334.592
3537,106,H1,15057,Habitacional,NA,3317093.436
3553,9,H2,15057,Habitacional,NA,802225.5442
4703,110,H2,15081,Habitacional,NA,400119.781
3538,111,H1,15057,Habitacional,NA,1633035.114
3539,100,C2,15057,Comercial,NA,118851.4876
3565,123,A4,15057,Agrícola,NA,4485296.68
3673,63,H4,15058,Habitacional,NA,766576.2505
3540,92,H5,15057,Habitacional,NA,4909385.754
3544,120,G1,15057,Eriazo,NA,1951737.694
3541,64,F1,15057,Forestal,NA,3936972.859
3542,65,A4,15057,Agrícola,NA,3894971.245
3549,29,I3,15057,Industrial,NA,89328.63712
3609,35,H2,15057,Habitacional,NA,521964.0869
3543,118,F1,15057,Forestal,NA,3585492.295
3545,15,H2,15057,Habitacional,NA,1756096.1
3546,83,H4,15057,Habitacional,NA,405178.8914
3550,3,H2,15057,Habitacional,NA,364234.2322
3604,11,H4,15057,Habitacional,NA,836195.5646
3547,130,H5,15057,Habitacional,NA,1839830.656
3548,5,H2,15057,Habitacional,NA,1228542.149
4704,97,H3,15081,Habitacional,NA,158386.3913
3554,98,H2,15057,Habitacional,NA,411969.8454
3555,21,E1,15057,Equipamiento,NA,449691.5746
3556,71,C3,15057,Comercial,NA,133905.7586
3557,66,H2,15057,Habitacional,NA,682187.2989
3766,9,A4,15061,Agrícola,NA,2645573.954
3558,23,H2,15057,Habitacional,NA,734491.1729
3559,109,H1,15057,Habitacional,NA,5775817.837
3560,26,H2,15057,Habitacional,NA,572153.159
3566,110,E1,15057,Equipamiento,NA,1393126.415
4825,12,H2,15083,Habitacional,NA,367179.9136
4719,64,H4,15081,Habitacional,NA,118914.2748
3561,62,H2,15057,Habitacional,NA,1727901.948
3567,93,H5,15057,Habitacional,NA,1964265.274
3562,125,G1,15057,Eriazo,NA,1015012.404
3563,126,G1,15057,Eriazo,NA,6987413.255
3564,124,F1,15057,Forestal,NA,1381159.335
3572,61,H1,15057,Habitacional,NA,606570.7958
3574,94,H4,15057,Habitacional,NA,810277.24
3575,89,H1,15057,Habitacional,NA,211153.3396
3576,2,I3,15057,Industrial,NA,2500044.438
3577,24,H4,15057,Habitacional,NA,169575.2898
3578,25,H2,15057,Habitacional,NA,327711.9663
3605,14,C2,15057,Comercial,NA,394401.0686
3579,51,E1,15057,Equipamiento,NA,1208164.982
3580,80,H5,15057,Habitacional,NA,2604326.345
3581,27,H2,15057,Habitacional,NA,1757588.608
3582,37,H2,15057,Habitacional,NA,316051.885
3606,48,H5,15057,Habitacional,NA,1229108.439
3583,63,G1,15057,Eriazo,NA,3638665.266
3584,42,H5,15057,Habitacional,NA,703590.3316
3585,13,C2,15057,Comercial,NA,117537.6039
3586,88,H2,15057,Habitacional,NA,265754.9236
3607,1,C3,15057,Comercial,NA,82617.76518
3587,76,C3,15057,Comercial,NA,471779.6526
3590,99,H2,15057,Habitacional,NA,978120.3309
3600,40,H6,15057,Habitacional,NA,452093.2772
3592,4,I3,15057,Industrial,NA,2381855.759
3593,10,E1,15057,Equipamiento,NA,208499.8133
3594,46,E1,15057,Equipamiento,NA,744370.9342
3591,97,H2,15057,Habitacional,NA,2549038.128
3599,47,E1,15057,Equipamiento,NA,291172.0561
3596,58,A4,15057,Agrícola,NA,510606.4028
3597,117,F1,15057,Forestal,NA,9848512.707
3602,112,C2,15057,Comercial,NA,697197.8712
3603,116,H2,15057,Habitacional,NA,295595.9902
3595,119,F2,15057,Forestal,NA,2893587.401
5900,34,I1,15103,Industrial,NA,78648.47682
3598,60,H5,15057,Habitacional,NA,3062942.983
3601,127,G1,15057,Eriazo,NA,4985063.823
3610,8,H2,15057,Habitacional,NA,1830147.846
3611,28,H2,15057,Habitacional,NA,604789.9561
3622,44,H4,15057,Habitacional,NA,186456.4727
3612,6,H2,15057,Habitacional,NA,868674.4175
3613,107,E1,15057,Equipamiento,NA,3431130.12
3615,34,H6,15057,Habitacional,NA,611609.1776
3620,86,H2,15057,Habitacional,NA,679044.9129
3623,22,C3,15057,Comercial,NA,165644.531
3614,129,G1,15057,Eriazo,NA,3870735.05
3616,30,H2,15057,Habitacional,NA,1071530.107
3617,59,F1,15057,Forestal,NA,829839.3332
3618,43,H3,15057,Habitacional,NA,68651.87126
3624,49,E1,15057,Equipamiento,NA,1068807.978
3625,102,H4,15057,Habitacional,NA,125548.0256
3621,122,F1,15057,Forestal,NA,4224315.693
3626,16,H2,15057,Habitacional,NA,1015155.523
3627,20,H2,15057,Habitacional,NA,458988.8615
3628,101,H4,15057,Habitacional,NA,139061.4775
3634,14,H1,15059,Habitacional,NA,580220.7232
3635,28,A3,15059,Agrícola,NA,1345559.523
3636,31,A4,15059,Agrícola,NA,1554569.492
3642,3,H1,15059,Habitacional,NA,3198677.152
3629,68,H6,15057,Habitacional,NA,1825512.651
3630,20,A2,15059,Agrícola,NA,502659.1541
3631,33,H1,15059,Habitacional,NA,139387.1824
3632,9,H1,15059,Habitacional,NA,105219.1093
3633,5,H2,15059,Habitacional,NA,582461.8685
3641,1,H2,15059,Habitacional,NA,2823227.756
3643,10,H1,15059,Habitacional,NA,1147844.384
3660,27,A2,15059,Agrícola,NA,15995319.67
3661,11,I2,15059,Industrial,NA,99695.05575
3662,16,E1,15059,Equipamiento,NA,26673.2614
3663,17,A2,15059,Agrícola,NA,2671943.03
3664,23,A2,15059,Agrícola,NA,3084052.558
3665,19,A2,15059,Agrícola,NA,240981.5101
3666,29,A3,15059,Agrícola,NA,412501.3882
3667,31,H2,15058,Habitacional,NA,2683003.554
3674,38,H3,15058,Habitacional,NA,213214.2076
3675,76,I2,15058,Industrial,NA,23124.4708
3713,101,H3,15060,Habitacional,NA,210370.8269
3748,4,H4,15060,Habitacional,NA,172115.4022
3718,6,H4,15060,Habitacional,NA,859035.1519
3719,108,A1,15060,Agrícola,NA,12128981.93
3720,126,H1,15060,Habitacional,NA,250476.9092
3714,106,A1,15060,Agrícola,NA,19027274.99
3715,34,H1,15060,Habitacional,NA,8426640.598
3716,113,A1,15060,Agrícola,NA,29432122.54
3717,107,A1,15060,Agrícola,NA,33225481.13
3721,127,H1,15060,Habitacional,NA,476239.4729
3722,27,H2,15060,Habitacional,NA,2152078.558
3723,123,H2,15060,Habitacional,NA,657304.896
3724,1,H2,15060,Habitacional,NA,7372819.882
3725,124,H1,15060,Habitacional,NA,2415176.1
3726,26,H3,15060,Habitacional,NA,188945.4276
3727,41,H3,15060,Habitacional,NA,902185.1736
3752,118,E1,15060,Equipamiento,NA,186855.1834
3753,115,A1,15060,Agrícola,NA,6205751.654
3767,11,A4,15061,Agrícola,NA,5340365.825
3728,125,H1,15060,Habitacional,NA,1407314.924
3729,5,H3,15060,Habitacional,NA,252349.5467
3730,19,H3,15060,Habitacional,NA,288420.3779
3754,130,H3,15060,Habitacional,NA,598068.0881
3731,102,E1,15060,Equipamiento,NA,143460.092
3732,112,A1,15060,Agrícola,NA,12225739.78
3733,22,H1,15060,Habitacional,NA,1989487.499
3734,8,H2,15060,Habitacional,NA,11080005.54
3735,36,H1,15060,Habitacional,NA,5651428.532
3736,109,A1,15060,Agrícola,NA,9791791.053
3737,117,A1,15060,Agrícola,NA,12997659.89
3738,16,H2,15060,Habitacional,NA,820917.0169
3751,14,H1,15060,Habitacional,NA,1085063.471
3739,128,H1,15060,Habitacional,NA,1669536.894
3740,122,H3,15060,Habitacional,NA,889984.1833
3741,111,A1,15060,Agrícola,NA,12115571.68
3746,42,H3,15060,Habitacional,NA,866132.2948
3747,12,H2,15060,Habitacional,NA,7155006.18
3742,31,H2,15060,Habitacional,NA,280217.3914
3743,119,H3,15060,Habitacional,NA,24631.17762
3744,104,H3,15060,Habitacional,NA,89565.90676
3745,121,H2,15060,Habitacional,NA,136681.1602
4824,13,H1,15083,Habitacional,NA,452175.2599
3768,19,A4,15061,Agrícola,NA,9062195.667
3749,7,H1,15060,Habitacional,NA,1698952.443
3750,110,A1,15060,Agrícola,NA,14267252.64
3769,29,A4,15061,Agrícola,NA,1362241.585
3755,40,H3,15060,Habitacional,NA,910024.9807
3756,105,E1,15060,Equipamiento,NA,68808.39304
3761,10,A4,15061,Agrícola,NA,3840206.162
3762,7,E1,15061,Equipamiento,NA,218211.2418
3770,5,H2,15061,Habitacional,NA,456857.3109
3757,11,H2,15060,Habitacional,NA,896633.4665
3758,10,E1,15060,Equipamiento,NA,62827.66222
3759,120,I2,15060,Industrial,NA,2106926.585
4826,18,H3,15083,Habitacional,NA,60990.46357
5711,34,H3,15099,Habitacional,NA,150289.9088
3760,116,A1,15060,Agrícola,NA,5551759.535
3763,104,H2,15061,Habitacional,NA,709792.3718
3790,30,A4,15061,Agrícola,NA,3927615.607
3791,17,A4,15061,Agrícola,NA,2091410.5
3793,36,E1,15061,Equipamiento,NA,32484.71876
3794,22,A4,15061,Agrícola,NA,1068541.503
3795,37,A4,15061,Agrícola,NA,1597711.574
